,title,eps_count,publish_date,status,season,studio,Censorship,rate,director,eps_period,type,classification
344,Isekai wa Smartphone to Tomo ni. 2,الحلقات: 12,18-Sep-23,الحالة: مكتمل,Spring 2023,J.C.Staff,الرقابة: Censored,التقييم 6.45,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Adventure', 'Comedy', 'Fantasy', 'Harem', 'Isekai', 'Reincarnation', 'Romance']"
345,Bokutachi wa Benkyou ga Dekinai,الحلقات: 13,5-Oct-23,الحالة: مكتمل,Spring 2019,Arvo Animation,الرقابة: Censored,التقييم 7.28,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Harem', 'Romance', 'School', 'Shounen']"
346,Kingdom 5th Season,المخرج: Imaizumi Kenichi,unknown,الحالة: مكتمل,unknown,Pierrot,نشر بواسطة: admin,unknown,unknown,الموسم: Winter 2024,الرقابة: Censored,"['Action', 'Historical', 'Military', 'Seinen']"
347,Acro Trip,نشر بواسطة: admin,unknown,الحالة: مكتمل,unknown,Voil,"تم الإصدار في: August 21, 2024",unknown,unknown,النوع: مسلسل,المخرج: Kotake Ayumu,"['Comedy', 'Fantasy', 'Mahou Shoujo', 'Shoujo']"
348,Plastic Memories,الحلقات: 13,5-Oct-23,الحالة: مكتمل,Spring 2015,Doga Kobo,الرقابة: Censored,التقييم 7.91,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Drama', 'Romance', 'Sci-Fi']"
349,Karakai Jouzu no Takagi-san 3,الحلقات: 12,27-Sep-23,الحالة: مكتمل,Winter 2022,Shin-Ei Animation,الرقابة: Censored,التقييم 8.42,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Comedy', 'Romantic Subtext', 'School', 'Shounen']"
350,"Yosuga no Sora: In Solitude, Where We Are Least Alone.",الحلقات: 12,19-Sep-23,الحالة: مكتمل,Fall 2010,feel.,الرقابة: Censored,التقييم 6.06,Takahashi Takeo,المدة: 25 min. per ep.,النوع: مسلسل,"['Drama', 'Erotica', 'Harem', 'Romance']"
351,Shadowverse,الحلقات: 48,14-Oct-23,الحالة: مكتمل,Spring 2020,Zexcs,الرقابة: Censored,التقييم 5.73,Kawaguchi Keiichirou,المدة: 24 min. per ep.,النوع: مسلسل,"['Fantasy', 'Strategy Game']"
352,Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega,الحلقات: 12,21-Sep-23,الحالة: مكتمل,Summer 2023,LIDENFILMS,الرقابة: Censored,التقييم 6.56,unknown,المدة: 26 min. per ep.,النوع: مسلسل,"['Adventure', 'Fantasy']"
353,Koi wa Futago de Warikirenai,المخرج: Nakanishi Motoki,unknown,الحالة: قادم,unknown,ROLL2,نشر بواسطة: admin,unknown,unknown,الموسم: Summer 2024,الرقابة: Censored,"['Comedy', 'Love Polygon', 'Romance', 'School']"
354,Aru Majo ga Shinu Made,الرقابة: Censored,29-Apr-25,الحالة: يعرض الأن,unknown,EMT Squared,المخرج: Nigorikawa Atsushi,unknown,unknown,الموسم: Spring 2025,الحلقات: 12,"['Adventure', 'Drama', 'Fantasy']"
355,Tokyo Ghoul:re 2nd Season,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Fall 2018,Pierrot,الرقابة: Censored,التقييم 6.43,Watanabe Toshinori,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Fantasy', 'Gore', 'Horror', 'Psychological', 'Seinen']"
356,Kusuriya no Hitorigoto 2nd Season,"المخرج: Fudesaka Akimi, Naganuma Norihiro",unknown,الحالة: يعرض الأن,unknown,OLM,نشر بواسطة: admin,unknown,unknown,الموسم: Winter 2025,الرقابة: Censored,"['Drama', 'Historical', 'Medical', 'Mystery']"
357,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta… X,الحلقات: 12,25-Sep-23,الحالة: مكتمل,Summer 2021,SILVER LINK.,الرقابة: Censored,التقييم 7.25,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Fantasy', 'Isekai', 'Reincarnation', 'Reverse Harem', 'Romance', 'School', 'Shoujo']"
358,Love All Play,الحلقات: 24,13-Oct-23,الحالة: مكتمل,Spring 2022,Nippon Animation,الرقابة: Censored,التقييم 6.51,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['School', 'Sports']"
359,"Maou-sama, Retry!",الحلقات: 12,28-Sep-23,الحالة: مكتمل,Summer 2019,EKACHI EPILKA,الرقابة: Censored,التقييم 6.55,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Fantasy', 'Isekai']"
360,Mushikaburi-hime,الحلقات: 12,18-Sep-23,الحالة: مكتمل,Fall 2022,Madhouse,الرقابة: Censored,التقييم 6.86,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Drama', 'Fantasy', 'Josei', 'Romance']"
361,Project Scard: Praeter no Kizu,الحلقات: 13,5-Oct-23,الحالة: مكتمل,Winter 2021,GoHands,الرقابة: Censored,التقييم 5.89,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Super Power']"
362,Lycoris Recoil,الحلقات: 13,5-Oct-23,الحالة: مكتمل,Summer 2022,A-1 Pictures,الرقابة: Censored,التقييم 8.19,Adachi Shingo,المدة: 24 min. per ep.,النوع: مسلسل,['Action']
363,WWW.Working!!,الحلقات: 13,5-Oct-23,الحالة: مكتمل,Fall 2016,A-1 Pictures,الرقابة: Censored,التقييم 7.41,Kamakura Yumi,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Workplace']"
364,"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",الحلقات: 13,18-Sep-23,الحالة: مكتمل,Fall 2022,EMT Squared,الرقابة: Censored,التقييم 6.94,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Fantasy', 'Harem']"
365,Love Live! Superstar!! 3rd Season,المخرج: Kyougoku Takahiko,unknown,الحالة: مكتمل,unknown,Sunrise,نشر بواسطة: admin,unknown,unknown,الموسم: Fall 2024,الرقابة: Censored,"['Idols (Female)', 'Music', 'School', 'Slice of Life']"
366,Akebi-chan no Sailor-fuku,الحلقات: 12,28-Sep-23,الحالة: مكتمل,Winter 2022,CloverWorks,الرقابة: Censored,التقييم 7.69,Kuroki Miyuki,المدة: 23 min. per ep.,النوع: مسلسل,"['CGDCT', 'School', 'Slice of Life']"
367,Nanatsu no Taizai: Kamigami no Gekirin,الحلقات: 24,12-Oct-23,الحالة: مكتمل,Fall 2019,Studio Deen,الرقابة: Censored,التقييم 6.46,Nishizawa Susumu,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
368,Dimension W,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Winter 2016,Orange,الرقابة: Censored,التقييم 7.19,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Sci-Fi', 'Seinen']"
369,Meiji Gekken: 1874,المخرج: Tamamura Jin,unknown,الحالة: مكتمل,unknown,Tsumugi Akita Animation Lab,نشر بواسطة: admin,unknown,unknown,الموسم: Winter 2024,الرقابة: Censored,"['Action', 'Historical', 'Samurai']"
370,Jitsu wa Watashi wa,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Summer 2015,TMS Entertainment,الرقابة: Censored,التقييم 6.84,Yamamoto Yasutaka,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Fantasy', 'Harem', 'Romance', 'School', 'Shounen', 'Vampire']"
371,Id:Invaded,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Winter 2020,NAZ,الرقابة: Censored,التقييم 7.83,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Adult Cast', 'Detective', 'Mystery', 'Psychological', 'Sci-Fi', 'Suspense']"
372,Fate/stay night: Unlimited Blade Works,الحلقات: 12,27-Sep-23,الحالة: مكتمل,Fall 2014,ufotable,الرقابة: Censored,التقييم 8.18,Miura Takahiro,المدة: 28 min. per ep.,النوع: مسلسل,"['Action', 'Fantasy', 'Supernatural']"
373,Ahiru no Sora,الحلقات: 50,14-Oct-23,الحالة: مكتمل,Fall 2019,Diomedéa,الرقابة: Censored,التقييم 7.27,Kusakawa Keizou,المدة: 24 min. per ep.,النوع: مسلسل,"['School', 'Shounen', 'Sports', 'Team Sports']"
374,Working!!!,الحلقات: 13,5-Oct-23,الحالة: مكتمل,Summer 2015,A-1 Pictures,الرقابة: Censored,التقييم 7.96,Kamakura Yumi,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Romance', 'Seinen', 'Workplace']"
375,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Summer 2015,J.C.Staff,الرقابة: Censored,التقييم 7.23,Suzuki Youhei,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Ecchi', 'Gag Humor', 'School']"
376,Spy x Family Part 2,الحلقات: 13,18-Sep-23,الحالة: مكتمل,Fall 2022,CloverWorks,الرقابة: Censored,التقييم 8.30,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Childcare', 'Comedy', 'Shounen']"
377,Working!!,الحلقات: 13,5-Oct-23,الحالة: مكتمل,Spring 2010,A-1 Pictures,الرقابة: Censored,التقييم 7.65,Hiraike Yoshimasa,المدة: 24 min. per ep.,النوع: مسلسل,"['Comedy', 'Romantic Subtext', 'Seinen', 'Workplace']"
378,Jujutsu Kaisen,الحلقات: 24,13-Oct-23,الحالة: مكتمل,Fall 2020,MAPPA,الرقابة: Censored,التقييم 8.63,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Award Winning', 'Fantasy', 'School', 'Shounen']"
379,Yubisaki to Renren,المخرج: Murano Yuuta,unknown,الحالة: مكتمل,unknown,Ajia-do,نشر بواسطة: admin,unknown,unknown,الموسم: Winter 2024,الرقابة: Censored,"['Adult Cast', 'Romance', 'Shoujo']"
380,Kankin Kuiki Level X,المخرج: Satou Hikaru,unknown,الحالة: مكتمل,unknown,Imageworks Studio,نشر بواسطة: admin,unknown,unknown,الموسم: Fall 2024,الرقابة: Censored,"['Horror', 'Mystery']"
381,"Ore wa Subete wo ""Parry"" suru: Gyaku Kanchigai no Sekai Saikyou wa Boukensha ni Naritai",المخرج: Fukuyama Hiroshi,unknown,الحالة: مكتمل,unknown,OLM,نشر بواسطة: admin,unknown,unknown,الموسم: Summer 2024,الرقابة: Censored,"['Action', 'Adventure', 'Fantasy']"
382,"Dakara Boku wa, H ga Dekinai.",الحلقات: 12,28-Sep-23,الحالة: مكتمل,Summer 2012,feel.,الرقابة: Censored,التقييم 6.55,unknown,المدة: 25 min. per ep.,النوع: مسلسل,"['Comedy', 'Ecchi', 'Romance', 'Supernatural']"
383,Salaryman ga Isekai ni Ittara Shitennou ni Natta Hanashi,المخرج: Fukuda Michio,unknown,الحالة: مكتمل,unknown,CompTown,نشر بواسطة: admin,unknown,unknown,الموسم: Winter 2025,الرقابة: Censored,"['Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Reincarnation']"
384,Deaimon,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Spring 2022,Encourage Films,الرقابة: Censored,التقييم 7.56,Oizaki Fumitoshi,المدة: 24 min. per ep.,النوع: مسلسل,"['Childcare', 'Seinen', 'Slice of Life', 'Workplace']"
385,Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Fall 2021,Hotline,الرقابة: Censored,التقييم 6.21,Okumura Yoshiaki,المدة: 23 min. per ep.,النوع: مسلسل,"['Adventure', 'Fantasy', 'Harem', 'Isekai', 'Romance']"
386,Shine Post,الحلقات: 12,4-Dec-23,الحالة: مكتمل,Summer 2022,Studio Kai,الرقابة: Censored,التقييم 7.53,unknown,المدة: 22 min. per ep.,النوع: مسلسل,"['Drama', 'Idols (Female)', 'Music']"
387,Tate no Yuusha no Nariagari Season 2,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Spring 2022,DR Movie,الرقابة: Censored,التقييم 6.55,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Isekai']"
388,Gintama',الحلقات: 51,12-Oct-23,الحالة: مكتمل,Spring 2011,Sunrise,الرقابة: Censored,التقييم 9.04,Fujita Youichi,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Comedy', 'Gag Humor', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']"
389,Koi to Yobu ni wa Kimochi Warui,الحلقات: 12,25-Sep-23,الحالة: مكتمل,Spring 2021,Nomad,الرقابة: Censored,التقييم 7.14,Nakayama Naomi,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Romance', 'School']"
390,Rurouni Kenshin: Meiji Kenkaku Romantan (2023),الحلقات: 24,17-Dec-23,الحالة: مكتمل,Summer 2023,LIDENFILMS,الرقابة: Censored,التقييم 7.75,unknown,المدة: 22 min. per ep.,النوع: مسلسل,"['Action', 'Historical', 'Samurai', 'Shounen']"
391,Shiguang Dailiren: Yingdu Pian,"المخرج: Li Haoling, Zhang Shengyan",unknown,الحالة: مكتمل,unknown,CMC Media,نشر بواسطة: admin,التقييم 8.71,unknown,النوع: أونا,الرقابة: Censored,"['Adult Cast', 'Drama', 'Super Power', 'Time Travel']"
392,Tsuki ga Kirei,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Spring 2017,feel.,الرقابة: Censored,التقييم 8.06,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Romance', 'School']"
393,Orient,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Winter 2022,A.C.G.T.,الرقابة: Censored,التقييم 6.60,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Samurai', 'Shounen']"
394,Devil May Cry 2025,unknown,unknown,الحالة: يعرض الأن,unknown,unknown,unknown,unknown,unknown,نشر بواسطة: admin,"تحديث في: April 4, 2025",['unknown']
395,100-man no Inochi no Ue ni Ore wa Tatteiru,الحلقات: 12,27-Sep-23,الحالة: مكتمل,Fall 2020,Maho Film,الرقابة: Censored,التقييم 6.51,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Drama', 'Fantasy', 'Isekai', 'Shounen', 'Survival']"
396,One Piece Movie 14: Stampede,الرقابة: Censored,22-Aug-24,الحالة: مكتمل,unknown,Toei Animation,المخرج: Ootsuka Takashi,التقييم 8.20,unknown,المدة: 1 hr. 41 min.,الحلقات: 1,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
397,Zombieland Saga Revenge,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Spring 2021,MAPPA,الرقابة: Censored,التقييم 8.01,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Idols (Female)', 'Music', 'Parody', 'Supernatural']"
398,Xian Wang de Richang Shenghuo 2,الرقابة: Censored,unknown,الحالة: مكتمل,unknown,Pb Animation Co. Ltd.,نشر بواسطة: admin,التقييم 7.39,unknown,المدة: 19 min. per ep.,الحلقات: 12,"['Adventure', 'Comedy', 'Fantasy', 'Mythology', 'School']"
399,Isekai de Mofumofu Nadenade suru Tame ni Ganbattemasu.,المخرج: Kitamura Junichi,unknown,الحالة: مكتمل,unknown,EMT Squared,نشر بواسطة: admin,unknown,unknown,الموسم: Winter 2024,الرقابة: Censored,"['Adventure', 'Fantasy', 'Isekai', 'Reincarnation', 'Slice of Life']"
400,Mahouka Koukou no Rettousei,الحلقات: 26,14-Oct-23,الحالة: مكتمل,Spring 2014,Madhouse,الرقابة: Censored,التقييم 7.40,Ono Manabu,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Fantasy', 'Romance', 'School', 'Sci-Fi']"
401,Re-Main,الحلقات: 12,25-Sep-23,الحالة: مكتمل,Summer 2021,MAPPA,الرقابة: Censored,التقييم 7.21,Matsuda Kiyoshi,المدة: 23 min. per ep.,النوع: مسلسل,"['School', 'Sports', 'Team Sports']"
402,Kageki Shoujo!!,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Summer 2021,PINE JAM,الرقابة: Censored,التقييم 7.75,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Drama', 'Performing Arts', 'School', 'Shoujo']"
403,Bakuman. 3rd Season,الحلقات: 25,13-Oct-23,الحالة: مكتمل,Fall 2012,J.C.Staff,الرقابة: Censored,التقييم 8.53,Akitaya Noriaki,المدة: 24 min. per ep.,النوع: مسلسل,"['Comedy', 'Drama', 'Otaku Culture', 'Romance', 'Shounen']"
404,Hataraku Maou-sama!!,الحلقات: 12,25-Sep-23,الحالة: مكتمل,Summer 2022,Studio 3Hz,الرقابة: Censored,التقييم 6.66,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Fantasy', 'Mythology', 'Romantic Subtext', 'Workplace']"
405,Mahoutsukai no Yome,الحلقات: 24,13-Oct-23,الحالة: مكتمل,Fall 2017,Wit Studio,الرقابة: Censored,التقييم 8.06,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Drama', 'Fantasy', 'Mythology', 'Romance', 'Shounen']"
406,Tasogare Out Focus,المخرج: Watanabe Toshinori,unknown,الحالة: قادم,unknown,Studio Deen,نشر بواسطة: admin,unknown,unknown,الموسم: Summer 2024,الرقابة: Censored,"['Boys Love', 'School']"
407,UniteUp! Uni:Birth,المخرج: Ushijima Shinichirou,unknown,الحالة: مكتمل,unknown,CloverWorks,نشر بواسطة: admin,unknown,unknown,الموسم: Winter 2025,الرقابة: Censored,"['Idols (Male)', 'Music', 'Slice of Life']"
408,Another,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Winter 2012,P.A. Works,الرقابة: Censored,التقييم 7.48,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Gore', 'Horror', 'Mystery', 'School', 'Supernatural']"
409,Gekidol: Actidol Project,الحلقات: 12,4-Dec-23,الحالة: مكتمل,Winter 2021,Hoods Entertainment,الرقابة: Censored,التقييم 5.50,Ueda Shigeru,المدة: 23 min. per ep.,النوع: مسلسل,"['Drama', 'Idols (Female)', 'Music', 'Performing Arts', 'Sci-Fi']"
410,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,الحلقات: 24,13-Oct-23,الحالة: مكتمل,Spring 2014,David Production,الرقابة: Censored,التقييم 8.10,Suzuki Kenichi,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Shounen', 'Supernatural']"
411,Masamune-kun no Revenge,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Winter 2017,SILVER LINK.,الرقابة: Censored,التقييم 6.74,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Comedy', 'Harem', 'Romance', 'School', 'Shounen']"
412,Uramichi Oniisan,الحلقات: 13,5-Oct-23,الحالة: مكتمل,Summer 2021,Studio Blanc.,الرقابة: Censored,التقييم 7.70,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Adult Cast', 'Comedy', 'Gag Humor', 'Showbiz', 'Workplace']"
413,Blue Archive the Animation,المخرج: Yamagishi Daigo,unknown,الحالة: مكتمل,unknown,Studio CANDY BOX,نشر بواسطة: admin,unknown,unknown,الموسم: Spring 2024,الرقابة: Censored,"['Action', 'Fantasy', 'School']"
